,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
14101,62390,2017-05-23-067020,"Let there be no violence in Kashmir during Ramzan,",None,,2017-05-23 23:44:00,5,"['http://www.hindustantimes.com/india-news/yashwant-sinha-led-group-calls-for-ramzan-truce-in-kashmir/story-5y0W8VFnrTEe06MjRghCcL.html'
 'http://www.hindustantimes.com/india-news/uk-grieves-for-manchester-army-releases-video-of-attack-on-pakistani-posts-top-stories-to-bring-you-up-to-date/story-7XaRHVabmyVreHLq1cb9PL.html'
 'http://dailykashmirimages.com/Details/140684/give-kashmir-a-ceasefire#comment'
 'http://www.mainstreamweekly.net/article7216.html'
 'http://www.greaterkashmir.com/news/opinion/the-ramadan-ceasefire/284756.html']",E,0.7422,['IN'],1
19685,92548,2019-06-04-073276,"responsible, serious and rational dialogue, as a means of resolving the present crisis",None,,2019-06-04 05:00:00,1,['http://www.wsws.org/en/articles/2019/06/04/alge-j04.html'],E,0.4552,['US'],1
19318,114666,2019-02-24-044526,The Glendale Fire Department responded to the scene and found a man down inside a room suffering from a medical emergency. The man was not breathing and CPR was administered as paramedics prepared to transport him to the hospital.,None,,2019-02-24 14:37:55,1,['https://www.theepochtimes.com/ktla-news-anchor-chris-burrous-cause-of-death-revealed_2813447.html'],E,0.6133,['US'],1
7480,229381,2013-09-12-007071,"Bouteflika has returned in force, despite his illness, imposing as head of the National Liberation Front a man close to his clan, changes in the DRS and the cabinet reshuffle.",None,,2013-09-12 17:28:43,4,"['http://www.middle-east-online.com/english?id=61327'
 'http://news.yahoo.com/algeria-president-shifts-key-posts-control-succession-193013376.html'
 'http://www.modernghana.com/news/435199/1/algeria-president-shifts-key-posts-to-control-succ.html'
 'http://www.middle-east-online.com/english?id=61389']",D,0.9439,['US' 'IZ' 'GH'],1
10647,66583,2015-04-13-016089,Further delay in reaching a political agreement only deepens the schisms in Libyan society and emboldens those who seek to profit from the ongoing conflict.,None,,2015-04-13 04:50:54,1,['http://www.voanews.com/content/libyan-parties-to-meet-as-kerry-european-ministers-urge-peace/2716726.html'],E,0.7229,['US'],1
4339,41261,2011-10-27-086135,"this amazing series of events happening as a result of? miscommunications and lack of information for people who didn't have enough education to be able to really understand what was happening, i think that really resonated with me,",stephen thomas,Multiple,2011-10-27 05:22:26,1,['http://diamondbackonline.com/news/a-literary-lesson-1.2668861'],C,0.5323,['US'],1
4789,221038,2011-06-25-042852,we have to be prepared for every eventuality. we have tried to do everything we can and will continue to monitor it hour by hour.,ian ritchie,Multiple,2011-06-25 15:27:00,2,"['http://thesun.co.uk/sol/homepage/news/3659752/Group-in-Rafael-Nadal-attack-plot.html?OTC-RSS&ATTR=News'
 'http://vgportal.thesun.co.uk/sol/homepage/news/3659752/Group-in-Rafael-Nadal-attack-plot.html']",C,0.3785,['UK'],1
13911,66267,2017-05-26-111345,We are currently unable to provide any further information. Our primary focus at this time is to support the family and workmates affected by this tragedy.,None,,2017-05-26 05:15:08,3,"['http://home.nzcity.co.nz/nl.aspx?3905806'
 'http://nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=11864082'
 'http://nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11864082']",E,0.5344,['NZ'],1
12936,53311,2016-09-21-157534,"What's been open is state aid control, what's been secret is the number of the companies and the tax rulings. And I think the irony of the transatlantic discussion is that the case in Europe only started because questions were being asked by the US Senate. Because this is where they take things forward, which allow questions to be asked and then eventually there might be a predecessor to opening the case.",Margrethe Vestager,Q270820,2016-09-21 20:32:17,5,"['http://feeds.businessinsider.com.au/~/200700918/0/businessinsideraustralia~Europes-investigation-of-Apples-taxes-actually-began-in-the-US'
 'http://us.rd.yahoo.com/finance/news/rss/story/*http://finance.yahoo.com/news/europes-investigation-apples-taxes-actually-203217036.html'
 'http://www.businessinsider.com.au/vestager-on-apple-irish-tax-case-and-us-senate-2016-9#comments'
 'http://www.businessinsider.in/Europes-investigation-of-Apples-taxes-actually-began-in-the-US/articleshow/54454444.cms#commentHash'
 'http://businessinsider.sg/vestager-on-apple-irish-tax-case-and-us-senate-2016-9/#comment-']",E,0.642,['AS' 'US' 'IN' 'SN'],1
11243,122947,2015-03-14-053591,"We will hold the Iranian government responsible for their actions and will view Badr Corps activity inside Iraq as unhelpful,",Donald Rumsfeld,Q184650,2015-03-14 21:37:56,17,"['http://forum.prisonplanet.com/index.php?topic=247150.msg1507899#msg1507899'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1508832#msg1508832'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1508842#msg1508842'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1508865#msg1508865'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1508873#msg1508873'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1509994#msg1509994'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1509996#msg1509996'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1510002#msg1510002'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1510324#msg1510324'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1510326#msg1510326'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1510915#msg1510915'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1511411#msg1511411'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1512175#msg1512175'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1512396#msg1512396'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1515434#msg1515434'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1515604#msg1515604'
 'http://forum.prisonplanet.com/index.php?topic=247150.msg1515653#msg1515653']",E,0.9362,['US'],1
12073,15314,2015-01-12-086911,"would take advantage of the event for campaign purposes and make speeches, especially about the Jews of France. Such statements, the Elysée Palace feared, would hurt the demonstration of solidarity the French government was trying to promote as part of dealing with the terror attacks.",None,,2015-01-12 15:02:07,1,['http://electronicintifada.net/blogs/ali-abunimah/israel-moves-quickly-exploit-paris-attacks?utm_source=EI readers&utm_campaign=75f5167068-RSS_EMAIL_CAMPAIGN&utm_medium=email&utm_term=0_e802a7602d-75f5167068-290660781'],E,0.6016,['IS'],1
17603,36480,2018-10-12-113456,They've asked us not to discuss who may be behind this attack and what their intentions could be.,Guy Rosen,Q13102911,2018-10-12 11:51:01,1,['http://voip.eweek.com/security/facebook-revises-data-breach-impact-downward-provides-new-details'],E,0.7116,['US'],1
13623,116748,2017-07-24-069261,"It's now become an endemic problem in the city and everyone turns their back on it. We've had to struggle to find people locally who are willing to talk about the health implications,",Peter Hammer,Q56928694,2017-07-24 00:00:00,1,['http://michiganradio.org/post/organizers-health-professionals-examine-how-water-shutoffs-can-affect-detroiters-health'],E,0.8408,['US'],1
187,47253,2008-09-10-028474,"i'm sorry. i'd like to apologize to the families that i've injured and to mr. van der berg. i never meant for this to happen,",jeff moss,Multiple,2008-09-10 08:34:29,1,['http://nypost.com/seven/09102008/news/regionalnews/karans_killer_kin_128327.htm'],A,0.5086,['US'],1
12284,147175,2016-04-13-001725,"The Bürgermeister's daughter, Town Hall, Leipzig, Germany, 1945,",None,,2016-04-13 13:07:36,1,['http://hyperallergic.com/290282/lee-millers-photographs-frame-the-women-of-world-war-ii/'],E,0.6561,['US'],1
10706,105995,2015-10-18-029501,"international terrorism in neighboring countries,",Ahmed Ali,Multiple,2015-10-18 18:43:20,2,"['http://www.sacbee.com/news/nation-world/world/article39695952.html#storylink=rss'
 'http://www.star-telegram.com/news/nation-world/world/article39695952.html#storylink=rss']",E,0.9552,['US'],1
12846,13162,2016-07-21-044259,"I knew the minute I saw it that it was a toe bone. A Tyrannosaurus rex's toe bone,",David Burnham,Q39087961,2016-07-21 22:01:00,4,"['http://www.sfgate.com/news/education/article/University-team-hunting-T-rex-backed-by-8401233.php'
 'http://www.washingtontimes.com/news/2016/jul/22/university-team-hunting-t-rex-backed-by-crowdfundi/?utm_source=RSS_Feed&utm_medium=RSS'
 'http://mysanantonio.com/news/education/article/University-team-hunting-T-rex-backed-by-8401233.php'
 'http://cjonline.com/life/connected/2016-07-30/university-kansas-team-hunting-t-rex-backed-crowdfunding']",E,0.7891,['US'],1
6377,11113,2012-01-05-022126,"i assumed the cleaning folks had swept up a pile and left it. then i saw a bullet hole in the ceiling and a small dent in the wall. it looked like the bullet entered through the ceiling, ricocheted off the wall and landed on the floor. i called the police department for insurance purposes. when they came, they took the bullet and said it looked like the bullet came from a high powered rifle.",don george,Multiple,2012-01-05 07:00:00,1,['http://currentargus.com/ci_19684191?source=rss_viewed'],C,0.8095,['US'],1
9178,4941,2014-03-24-001408,"A third of a million people, the equivalent of the population of Reading, will be killed or seriously injured on British roads before 2030 if current trends are allowed to continue,",David Davies,Multiple,2014-03-24 01:39:56,1,['http://www.sbs.com.au/news/article/2014/03/24/uk-road-accidents-cost-stg110bn'],D,0.9726,['AS'],1
3673,198648,2011-11-25-004449,but was on the ground when calvanese catches it. the official said it was incidental contact.,alex moore,Multiple,2011-11-25 04:46:05,1,['http://salemnews.com/sports/x1295784425/Miscues-big-plays-doom-St-Johns-Prep-in-season-ending-loss-to-Hawks'],C,0.6936,['US'],1
10921,44620,2015-01-07-075111,"They are still trying to foreclose on us, and we are still trying to fight them.",None,,2015-01-07 04:00:00,1,['http://www.wbtv.com/story/27778052/after-nascar-debt-write-off-some-homeowners-cry-foul'],E,0.4591,['US'],1
8660,16718,2013-11-02-045180,"We just had a bad snap on that [ fourth-down play ], the ball just didn't bounce our way,",None,,2013-11-02 06:01:46,2,"['http://tribstar.com/archive/x2112912141/Terre-Haute-Souths-comeback-falls-short-in-33-28-loss-at-Evansville-North#disqus_thread'
 'http://tribstar.com/sports/x2112912141/Terre-Haute-Souths-comeback-falls-short-in-33-28-loss-at-Evansville-North']",D,0.9811,['US'],1
8066,75652,2013-02-10-039579,"they say it's an israeli film. it is not an israeli film,",emad burnat,Q5368775,2013-02-10 17:57:00,44,"['http://theolympian.com/2013/02/10/2417803/oscar-contender-on-palestinians.html'
 'http://beaumontenterprise.com/news/world/article/Oscar-contender-on-Palestinians-angers-many-4266779.php'
 'http://seattlepi.com/news/world/article/Oscar-contender-on-Palestinians-angers-many-4266779.php'
 'http://sfgate.com/news/world/article/Oscar-contender-on-Palestinians-angers-many-4266779.php'
 'http://wonderwall.msn.com/entertainment/oscar-contender-on-palestinians-angers-many-1734362.story'
 'http://wral.com/oscar-contender-on-palestinians-angers-many/12089047/'
 'http://my.news.yahoo.com/oscar-contender-palestinians-angers-many-184812671.html'
 'http://news.yahoo.com/oscar-contender-palestinians-angers-many-184812671.html'
 'http://bellinghamherald.com/2013/02/10/2873680/oscar-contender-on-palestinians.html#storylink=rss'
 'http://sanluisobispo.com/2013/02/10/2388463/oscar-contender-on-palestinians.html#storylink=rss'
 'http://cjme.com/content/oscar-contender-palestinians-angers-many'
 'http://ckom.com/content/oscar-contender-palestinians-angers-many'
 'http://miamiherald.com/2013/02/10/3226933/oscar-contender-on-palestinians.html'
 'http://live5news.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://klfy.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://kdwn.com/news/world-news/Oscar_contender_on_Palestinians_angers_many'
 'http://wsbradio.com/ap/ap/entertainment/oscar-contender-on-palestinians-angers-many/nWLJM/'
 'http://wandtv.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://kwwl.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://kxxv.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://movies.msn.com/movies/article.aspx?news=790021&affid=100055'
 'http://am1100theflag.com/entertainment-news/more-coincidence-than-conspiracy-at-fashion-week/'
 'http://am1100theflag.com/entertainment-news/winners-of-the-2013-british-academy-film-awards/'
 'http://am1100theflag.com/entertainment-news/argo-named-best-film-at-britains-oscars/'
 'http://feeds.nydailynews.com/%7Er/nydnrss/entertainment/%7E3/a8s4WhHGatk/story01.htm'
 'http://au.news.yahoo.com/latest/a/-/article/16106941/oscar-contender-on-palestinians-irks-many/'
 'http://philly.com/r?19=961&43=167721&44=190632151&32=3796&7=195372&40=http%3A%2F%2Fwww.philly.com%2Fdailynews%2Flocal%2F20130211_Tattle__Lindsay_Lohan_s_parents_tell_all_in_twin_books.html'
 'http://philly.com/r?19=961&43=168056&44=190632151&32=3796&7=195627&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fentertainment%2Fcelebrities%2F20130211_Tattle__Lindsay_Lohan_s_parents_tell_all_in_twin_books.html'
 'http://philly.com/philly/columnists/howard_gensler/20130211_Tattle__Lindsay_Lohan_s_parents_tell_all_in_twin_books.html'
 'http://arabtimesonline.com/RSS/tabid/69/smid/414/ArticleID/193016/t/Oscar-contender-on-Palestinians-angers-many/Default.aspx'
 'http://seattletimes.com/html/entertainment/2020340533_apmlpalestiniansoscarhopes.html?syndication=rss'
 'http://theolympian.com/2013/02/12/2420262/oscar-contender-on-palestinians.html'
 'http://seattlepi.com/news/article/Oscar-contender-on-Palestinians-angers-many-4266779.php'
 'http://artesianews.com/ap-news/entertainment-ap-news/oscar-contender-on-palestinians-angers-many/'
 'http://bellinghamherald.com/2013/02/12/2876526/oscar-contender-on-palestinians.html#storylink=rss'
 'http://sanluisobispo.com/2013/02/12/2390851/oscar-contender-on-palestinians.html#storylink=rss'
 'http://miamiherald.com/2013/02/12/3230253/oscar-contender-on-palestinians.html'
 'http://wbal.com/article/ap?articleurl=http%3a%2f%2fhosted.ap.org%2fdynamic%2fstories%2fM%2fML_PALESTINIANS_OSCAR_HOPES%3fSITE%3dWBAL%26SECTION%3dHOME%26TEMPLATE%3dDEFAULT'
 'http://wboc.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://kswo.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://walb.com/story/21095321/oscar-contender-on-palestinians-angers-many'
 'http://mysanantonio.com/news/world/article/Oscar-contender-on-Palestinians-angers-many-4266779.php'
 'http://oregonlive.com/movies/index.ssf/2013/02/oscar_nominee_angers_both_side.html'
 'http://3news.co.nz/Oscar-nominated-5-Broken-Cameras-angers-many/tabid/418/articleID/286603/Default.aspx']",C,0.4076,['CA' 'US' 'KU' 'NZ'],1
